iter	Logloss
147	0.4912298731
148	0.4899711149
149	0.4890947457
150	0.4885166582
151	0.4877532591
152	0.486911452
153	0.4859774486
154	0.4850547974
155	0.4842224121
156	0.4829983079
157	0.481962181
158	0.4810762061
159	0.4802601366
160	0.4787950631
161	0.4779228302
162	0.4770370391
163	0.4761492258
164	0.4752440855
165	0.4743677622
166	0.473300796
167	0.472548887
168	0.4716817097
169	0.4707703188
170	0.4697796006
171	0.4688952343
172	0.4678413667
173	0.4668987228
174	0.4661663469
175	0.4646736053
176	0.4639082759
177	0.4632044413
178	0.4622688753
179	0.461384509
180	0.4607529698
181	0.4596278179
182	0.4590125026
183	0.4581147159
184	0.4573109179
185	0.456734393
186	0.4559655247
187	0.4549251694
188	0.4541327235
189	0.4533842156
190	0.4522091509
191	0.4512613136
192	0.4504300772
193	0.4496563371
194	0.4487814386
195	0.4481551848
196	0.447479248
197	0.4466254912
198	0.4458112602
199	0.4449251933
200	0.4441685504
201	0.4431931829
202	0.4424269343
203	0.4417656588
204	0.4409381453
205	0.4398975602
206	0.4390508353
207	0.4383533432
208	0.4378396459
209	0.4370029863
210	0.4363500756
211	0.4355249979
212	0.4347050678
213	0.4340854323
214	0.4330842351
215	0.4323664746
216	0.4314727783
217	0.4305495297
218	0.4298760288
219	0.4292398016
220	0.428695311
221	0.4280516843
222	0.4271096839
223	0.4264381133
224	0.4255563207
225	0.424789061
226	0.4240669342
227	0.4233085448
228	0.4224176062
229	0.4213746312
230	0.4206212055
231	0.4198364809
232	0.4190922013
233	0.4183390974
234	0.4176514867
235	0.4167127954
236	0.415956704
237	0.4153869813
238	0.4148771906
239	0.4141612225
240	0.4133792555
241	0.4124663939
242	0.4117775883
243	0.4110991237
244	0.4103276816
245	0.4097683918
246	0.4092093318
247	0.4084855964
248	0.4077008718
249	0.4070096303
250	0.4064674837
251	0.4059763529
252	0.4048574517
253	0.4038701804
254	0.403362504
255	0.4027060084
256	0.402066518
257	0.401264926
258	0.4006368338
259	0.3999625057
260	0.3990920193
261	0.3983326188
262	0.3977660214
263	0.3969179636
264	0.3960349761
265	0.395276265
266	0.3942417007
267	0.3933100873
268	0.3927049292
269	0.392043332
270	0.3912439461
271	0.3904087113
272	0.3899079288
273	0.3892548343
274	0.388159005
275	0.3875405185
276	0.3870155151
277	0.3864552142
278	0.3855670791
279	0.3849933578
280	0.3842374503
281	0.3833907024
282	0.3829847589
283	0.3822201878
284	0.3817433047
285	0.3811935057
286	0.3804813293
287	0.3796799901
288	0.3786819412
289	0.3782559131
290	0.3776522717
291	0.3769494941
292	0.376392985
293	0.3756305741
294	0.3750741798
295	0.3742269723
296	0.3734497622
297	0.3727952429
298	0.372066268
299	0.371523432
300	0.370765755
301	0.3701005729
302	0.3696699487
303	0.3691350638
304	0.3683946449
305	0.3678055959
306	0.3671824903
307	0.3665786651
308	0.3658679135
309	0.3651358363
310	0.3644865105
311	0.36385874
312	0.3631492982
313	0.3626171939
314	0.3620133917
315	0.3614245955
316	0.3609568814
317	0.360438726
318	0.359977929
319	0.3592541247
320	0.358624194
321	0.3578210394
322	0.3572722286
323	0.3567159951
324	0.3561854994
325	0.3556144898
326	0.3552356168
327	0.3546225766
328	0.3541638018
329	0.3536641914
330	0.3531143005
331	0.3524591377
332	0.3518044805
333	0.3514365231
334	0.3509226879
335	0.3505456764
336	0.3498595364
337	0.3492930309
338	0.3484424453
339	0.3478944158
340	0.3474342852
341	0.3467699993
342	0.3460541691
343	0.3455741147
344	0.345017008
345	0.3445339662
346	0.3438998303
347	0.3433971175
348	0.3428116764
349	0.3423714925
350	0.342003673
351	0.3415401413
352	0.3405918443
353	0.3401389065
354	0.3394430229
355	0.338924408
356	0.3384829372
357	0.3380378355
358	0.3374622759
359	0.336846524
360	0.3363282537
361	0.3356208112
362	0.3351260036
363	0.3346264391
364	0.3340977129
365	0.3336334918
366	0.3330276673
367	0.3325364906
368	0.3319441094
369	0.3313988835
370	0.3308400993
371	0.3303918494
372	0.3299156557
373	0.3293488284
374	0.3288024075
375	0.3284097694
376	0.3279083895
377	0.3273692763
378	0.3269778332
379	0.3264634466
380	0.3259979156
381	0.3256289241
382	0.3252059293
383	0.3245469978
384	0.3242437983
385	0.3238264107
386	0.3231724199
387	0.3226982025
388	0.3221030867
389	0.321428253
390	0.3209237937
391	0.3204487261
392	0.3198269764
393	0.319316864
394	0.3187372139
395	0.3181727306
396	0.3176357775
397	0.3172564909
398	0.3167468151
399	0.3160850801
400	0.3156677384
401	0.3152693094
402	0.3149027997
403	0.3144155295
404	0.3139266738
405	0.3135354375
406	0.313128345
407	0.3127042472
408	0.3120625507
409	0.3114648382
410	0.3110830008
411	0.3104481755
412	0.3100297767
413	0.309598578
414	0.30910662
415	0.3086269103
416	0.3080298182
417	0.3077141176
418	0.3071761533
419	0.3066830693
420	0.3062183196
421	0.3057222711
422	0.3052793526
423	0.3047352067
424	0.3042813037
425	0.303939107
426	0.3036021037
427	0.3032459581
428	0.3028004428
429	0.3023909144
430	0.3017048204
431	0.3012242145
432	0.3007982323
433	0.3003244975
434	0.2998594491
435	0.299469178
436	0.2990456087
437	0.2986450195
438	0.2979923386
439	0.2975285082
440	0.2971107759
441	0.2967122319
442	0.2962603741
443	0.2958673914
444	0.2951635568
445	0.294779858
446	0.2942687115
447	0.2937908632
448	0.2931999528
449	0.2925474787
450	0.2920134671
451	0.291623219
452	0.2910599536
453	0.2906068779
454	0.2901652692
455	0.2894497837
456	0.2890259157
457	0.2885931544
458	0.2880743096
459	0.2877275858
460	0.2872626063
461	0.2868440927
462	0.2863951534
463	0.2859862454
464	0.2854093988
465	0.28488713
466	0.2844743844
467	0.2838122816
468	0.2834468979
469	0.2830765276
470	0.2827290225
471	0.2824294538
472	0.2818346368
473	0.2814672079
474	0.2810855084
475	0.280588173
476	0.2802637399
477	0.279712631
478	0.2791379906
479	0.2788016997
480	0.278457182
481	0.2779776332
482	0.2775273381
483	0.2770622437
484	0.2765708602
485	0.2762949381
486	0.275859511
487	0.2754891407
488	0.2749693767
489	0.2744744083
490	0.2740044881
491	0.2735673835
492	0.2731422746
493	0.2727199463
494	0.272360974
495	0.2719681981
496	0.271530588
497	0.2710664588
498	0.2706623997
499	0.2702396577
500	0.2696395782
501	0.269038051
502	0.2684962261
503	0.2681557529
504	0.2674812179
505	0.2670492609
506	0.26671991
507	0.2663013045
508	0.2658875017
509	0.2654793061
510	0.2650261844
511	0.2645424303
512	0.2642045538
513	0.2638328506
514	0.2633790625
515	0.2630116566
516	0.2626884414
517	0.2623849892
518	0.26205488
519	0.2616516251
520	0.2610788001
521	0.2606144181
522	0.2602227222
523	0.2598423326
524	0.259508087
525	0.2590895044
526	0.2586446555
527	0.2582688619
528	0.2579232641
529	0.257573461
530	0.2571964724
531	0.2568424638
532	0.2562933543
533	0.2560190408
534	0.2556117874
535	0.2552162538
536	0.2549572451
537	0.2545422933
538	0.254018255
539	0.2537235582
540	0.2532644157
541	0.2528755004
542	0.2525619369
543	0.2522167298
544	0.2517818773
545	0.2513804148
546	0.2509549612
547	0.2505614959
548	0.250111982
549	0.2498538465
550	0.2494591862
551	0.2489312413
552	0.2486271226
553	0.2482606819
554	0.2476536395
555	0.2473390189
556	0.2468868623
557	0.2465750453
558	0.2463015591
559	0.2458995222
560	0.245606388
561	0.2452252399
562	0.2448421616
563	0.244254928
564	0.2439184074
565	0.2436371769
566	0.2432520993
567	0.242927919
568	0.2425638452
569	0.2422011042
570	0.2418758898
571	0.2414175976
572	0.2410330255
573	0.2406652979
574	0.240362627
575	0.2400039765
576	0.2396298604
577	0.2392282371
578	0.2387206296
579	0.2382761944
580	0.2377162382
581	0.2372998157
582	0.236951805
583	0.2366370695
584	0.2362752018
585	0.2359114038
586	0.2355714591
587	0.2352533455
588	0.2348317985
589	0.2345571633
590	0.2341149571
591	0.2338302337
592	0.2335495547
593	0.2332883168
594	0.2329865881
595	0.2326988312
596	0.2323847621
597	0.2320147825
598	0.2315434375
599	0.2311759857
600	0.2309312935
601	0.2305972088
602	0.230295503
603	0.2299342098
604	0.2296208301
605	0.2293574092
606	0.2290962173
607	0.2286062126
608	0.2281936737
609	0.227932298
610	0.2275116472
611	0.2272503635
612	0.2269406146
613	0.2265091632
614	0.2262173618
615	0.225909911
616	0.2256349311
617	0.2253144965
618	0.225027452
619	0.2247368456
620	0.2245093196
621	0.2241509909
622	0.2236794391
623	0.2233126307
624	0.2227549266
625	0.2224918733
626	0.2221598568
627	0.2217681379
628	0.2215244799
629	0.2211365987
630	0.2208090633
631	0.2204400028
632	0.2200674494
633	0.2197916881
634	0.2193108754
635	0.218885169
636	0.2185332517
637	0.218135558
638	0.2178732401
639	0.2174638266
640	0.217181447
641	0.2169069037
642	0.2166092195
643	0.2161178589
644	0.2157336315
645	0.2154156099
646	0.2150200534
647	0.2147157508
648	0.2144478717
649	0.214220047
650	0.2139673578
651	0.2137113135
652	0.2132732897
653	0.2130122817
654	0.212712805
655	0.2123918189
656	0.2120609973
657	0.2117122053
658	0.2114370185
659	0.2111224439
660	0.2108119367
661	0.2105391169
662	0.2102122939
663	0.2097681574
664	0.2094044283
665	0.2090313004
666	0.2087375687
667	0.2084386435
668	0.2081258383
669	0.2078259939
670	0.2075757406
671	0.2073470885
672	0.2071775413
673	0.2069644468
674	0.2065437041
675	0.2062026334
676	0.2059386839
677	0.2055982567
678	0.205295264
679	0.2050398861
680	0.2047643087
681	0.2044912821
682	0.2041833487
683	0.2039206861
684	0.2036475676
685	0.2033992905
686	0.203127298
687	0.2028603611
688	0.2026649383
689	0.2023817545
690	0.2019703417
691	0.2016693713
692	0.2014197384
693	0.201042543
694	0.2007565786
695	0.2003664683
696	0.2001579009
697	0.1998622848
698	0.1996181902
699	0.1993907331
700	0.1989728169
701	0.1986547953
702	0.1983574787
703	0.1981109251
704	0.1977581346
705	0.1973945434
706	0.1971565155
707	0.1967622228
708	0.196449004
709	0.1962144001
710	0.1959091554
711	0.195692545
712	0.1953926086
713	0.1950609598
714	0.1946563261
715	0.1943522304
716	0.1940865574
717	0.1939054282
718	0.1936916673
719	0.193426385
720	0.1931658595
721	0.1928848359
722	0.1926099708
723	0.1923530992
724	0.1921065227
725	0.1917851345
726	0.1914800966
727	0.1910473582
728	0.1908137884
729	0.1905872851
730	0.1904020769
731	0.1901913149
732	0.1898542197
733	0.1895492508
734	0.189324896
735	0.1890428612
736	0.1887102472
737	0.1884337621
738	0.1881349173
739	0.187823399
740	0.1875719967
741	0.1873233749
742	0.186995219
743	0.186735406
744	0.1864959993
745	0.1862902584
746	0.1860428546
747	0.1856251223
748	0.1853565423
749	0.185143218
750	0.184893183
751	0.1846612907
752	0.184291357
753	0.1840187326
754	0.1837487738
755	0.183490351
756	0.1832419246
757	0.1829358411
758	0.1826958484
759	0.18226951
760	0.1820463617
761	0.1817412664
762	0.1815177274
763	0.1813619912
764	0.1811171957
765	0.1809186361
766	0.1805882856
767	0.1802992533
768	0.1798975382
769	0.179575495
770	0.1793328595
771	0.1790704382
772	0.1787714211
773	0.1785027148
774	0.1782397075
775	0.1779627168
776	0.1777162092
777	0.1774701268
778	0.1772137607
779	0.1769710219
780	0.1767124268
781	0.1762653374
782	0.1760246897
783	0.1758028628
784	0.1754875528
785	0.1752339214
786	0.1749807036
787	0.1747708493
788	0.174533821
789	0.174259542
790	0.1739562046
791	0.1737315396
792	0.173490846
793	0.1732642277
794	0.1730510873
795	0.1728264682
796	0.1726237492
797	0.1723133914
798	0.171991693
799	0.1717507581
800	0.171447685
801	0.1710963077
802	0.1708249012
803	0.1705339271
804	0.1702329796
805	0.1699781763
806	0.1696300966
807	0.1693688358
808	0.169131233
809	0.1689043964
810	0.1686790191
811	0.1683114753
812	0.167987226
813	0.1677673753
814	0.1674383922
815	0.1671782114
816	0.1669681044
817	0.1666976285
818	0.1664222005
819	0.1660118792
820	0.1658052192
821	0.1654998825
822	0.1651534804
823	0.1649336298
824	0.1645633629
825	0.1643132359
826	0.164080999
827	0.1638213238
828	0.1635484695
829	0.163284003
830	0.1630963934
831	0.1628852752
832	0.1626004368
833	0.1623679012
834	0.1620936796
835	0.1617950302
836	0.161494278
837	0.1612801839
838	0.161028299
839	0.1606956275
840	0.1604623105
841	0.1602781365
842	0.1599969979
843	0.1595558718
844	0.1593724676
845	0.1591303147
846	0.1589544135
847	0.1587173278
848	0.1584074296
849	0.1581414004
850	0.1578274922
851	0.1576188444
852	0.1572448317
853	0.1569819278
854	0.1567481627
855	0.15651164
856	0.1562835739
857	0.1560353888
858	0.1558026693
859	0.1555886211
860	0.1552768156
861	0.1549691924
862	0.1546962692
863	0.1544621019
864	0.1542222931
865	0.1538765459
866	0.1536560863
867	0.1534071313
868	0.1530986234
869	0.152873878
870	0.1525748724
871	0.1523536774
872	0.1519818134
873	0.1517734068
874	0.1515097101
875	0.1511399832
876	0.1508298437
877	0.1505691804
878	0.1503574417
879	0.1501360054
880	0.1499189813
881	0.1496041999
882	0.1494091677
883	0.1491967626
884	0.1489366738
885	0.1487283936
886	0.1484572514
887	0.1481367938
888	0.1479301682
889	0.1477241057
890	0.147413024
891	0.1471929435
892	0.1468917203
893	0.1467023528
894	0.1464411379
895	0.1460720775
896	0.1458623266
897	0.1455795334
898	0.1453241555
899	0.1450223118
900	0.1447192273
901	0.1445065464
902	0.1442324742
903	0.1440300654
904	0.1437145371
905	0.1434877235
906	0.143183306
907	0.1428663415
908	0.1426616462
909	0.142456273
910	0.1422317689
911	0.1419796197
912	0.14168413
913	0.1414457804
914	0.1412561715
915	0.1409921531
916	0.1407865042
917	0.1404424461
918	0.1401741993
919	0.1399640462
920	0.1397441267
921	0.1395374436
922	0.1393070566
923	0.1390018808
924	0.1388139955
925	0.1385868486
926	0.1383547955
927	0.1381367718
928	0.1379529884
929	0.1376385516
930	0.1374500688
931	0.1372807514
932	0.1370961752
933	0.1368820926
934	0.1366905764
935	0.13638956
936	0.136164918
937	0.1359541904
938	0.1357229187
939	0.1355284955
940	0.1353202039
941	0.1351341799
942	0.1348371736
943	0.1345871615
944	0.134202015
945	0.1339865535
946	0.1338089748
947	0.1335624212
948	0.1332977249
949	0.133078713
950	0.1328629298
951	0.1326937158
952	0.1324188049
953	0.1320997261
954	0.1318794044
955	0.1316566123
956	0.1314511816
957	0.1311445581
958	0.1309559374
959	0.1307378447
960	0.130600596
961	0.1304004968
962	0.1301470033
963	0.129936517
964	0.1297484938
965	0.1295551737
966	0.1293302329
967	0.1290774977
968	0.1288525685
969	0.1286535608
970	0.1284255637
971	0.1281897533
972	0.1279445212
973	0.1276355192
974	0.1274291119
975	0.1272835329
976	0.127066865
977	0.1269010521
978	0.1267217728
979	0.126505013
980	0.126275706
981	0.1260745726
982	0.1258302597
983	0.1256436957
984	0.1254441595
985	0.1252566648
986	0.1250938393
987	0.1249052415
988	0.1246788416
989	0.1244218091
990	0.1242135979
991	0.1239864625
992	0.1237855934
993	0.1236121396
994	0.1233851651
995	0.1230999131
996	0.1228602536
997	0.1225615812
998	0.1223868519
999	0.1221767908
